re78,is_treat,age,educ,black,hisp,married,nodegr,re74,re75
3210,no,36,12,yes,no,no,no,2090,4290
12200,no,43,12,no,no,yes,no,8340,19000
11300,no,52,13,no,no,yes,no,20000,18500
19100,no,33,12,no,no,yes,no,20500,20100
23300,no,39,9,no,no,yes,yes,18400,18100
15900,no,45,12,no,no,yes,no,17400,15800
25600,no,48,16,no,no,yes,no,25900,25200
2150,no,18,11,no,no,no,yes,1350,3170
3670,no,45,14,no,no,yes,no,25900,25200
8330,no,33,16,no,no,yes,no,7660,7830
8170,no,19,13,no,no,no,no,1170,5010
0,no,16,9,no,no,no,yes,0,0
9600,no,22,12,no,no,yes,no,18600,18000
20000,no,28,12,no,no,yes,no,14700,15100
18800,no,32,12,no,no,yes,no,16600,16500
0,no,26,8,no,no,yes,yes,9750,6510
25600,no,44,16,no,no,yes,no,25900,25200
25600,no,34,10,no,no,yes,yes,25700,22800
19600,no,37,8,no,no,yes,yes,25900,5460
19800,no,24,12,no,no,no,no,9160,2660
25600,no,43,12,no,no,yes,no,25900,25200
13600,no,48,7,no,no,yes,yes,13400,12000
0,no,50,11,no,no,no,yes,14700,10.7
19100,no,17,11,no,no,no,yes,1650,772
21700,no,24,16,no,no,no,no,18700,15100
25600,no,41,12,no,no,yes,no,25000,8500
14500,no,37,12,no,no,yes,no,7960,25200
24300,no,44,14,no,no,yes,no,25900,25200
2140,no,45,12,no,no,yes,no,25900,25200
0,no,18,12,no,no,no,no,2440,2640
0,no,42,16,no,no,yes,no,19300,0
9100,no,17,10,no,no,no,yes,468,1540
0,no,19,12,no,no,no,no,182,1720
24300,no,29,16,no,yes,yes,no,3870,17500
0,no,24,16,yes,no,yes,no,3170,0
16100,no,48,11,yes,no,yes,yes,16500,15700
10600,no,30,12,no,yes,yes,no,11100,10500
8200,no,50,4,yes,no,no,yes,10100,12100
13000,no,21,10,yes,no,no,yes,5520,0
13700,no,50,8,no,no,yes,yes,7340,5040
9550,no,26,12,no,no,no,no,10700,8000
9080,no,19,9,no,no,yes,yes,4960,2770
4300,no,16,8,no,no,no,yes,0,202
25600,no,46,12,no,no,no,no,25900,25200
2590,no,17,11,no,no,no,yes,235,2640
25600,no,27,13,no,no,yes,no,25900,16900
7850,no,17,10,no,no,no,yes,0,0
25600,no,29,16,no,no,yes,no,25900,25200
25600,no,32,12,no,no,yes,no,25900,25200
59.1,no,43,12,no,no,yes,no,498,0
11100,no,19,12,no,no,no,no,7700,9650
0,no,36,12,no,no,yes,no,0,0
25600,no,38,16,no,no,yes,no,25900,25200
1560,no,31,12,no,no,yes,no,0,0
1440,no,38,15,no,no,yes,no,25900,25200
14300,no,46,12,no,no,yes,no,25900,19600
17600,no,29,16,no,no,yes,no,8910,7620
25600,no,26,12,no,no,yes,no,25900,17800
25600,no,28,12,no,no,yes,no,25900,25200
25600,no,34,14,no,no,yes,no,25900,25200
25600,no,29,16,no,no,yes,no,22300,20400
25600,no,29,16,no,no,yes,no,24400,25200
7200,no,22,12,no,no,yes,no,15000,12400
25600,no,30,12,no,no,yes,no,25900,23200
25600,no,38,12,no,no,yes,no,25900,25200
21900,no,24,12,no,no,yes,no,22300,25000
0,no,35,12,no,no,yes,no,8420,4590
0,no,29,12,no,no,yes,no,0,0
25600,no,48,8,no,no,yes,yes,17800,24400
0,no,41,6,no,no,no,yes,4030,0
4790,no,21,12,no,no,no,no,2900,2460
0,no,38,9,no,no,yes,yes,0,7610
0,no,17,6,no,no,no,yes,0,0
9260,no,22,13,no,no,yes,no,0,5070
1320,no,50,7,no,no,yes,yes,2310,988
25600,no,29,16,no,no,no,no,25900,24500
21200,no,51,12,no,no,yes,no,21900,20400
3080,no,39,12,no,no,yes,no,6920,5280
18900,no,22,14,no,no,no,no,16600,16100
6000,no,21,14,no,no,no,no,725,3840
22200,no,29,17,no,no,yes,no,25900,25200
313,no,24,12,no,no,yes,no,10500,11400
25600,no,27,12,no,no,yes,no,20800,25200
17800,no,18,11,no,no,yes,yes,8350,15200
2360,no,21,12,no,no,yes,no,1110,0
20600,no,35,12,no,no,yes,no,22300,21900
14800,no,39,11,yes,no,yes,yes,11800,7780
4550,no,47,16,no,no,yes,no,21000,0
25600,no,51,12,no,no,yes,no,25900,25200
24000,no,23,12,no,no,yes,no,18700,18600
22800,no,30,4,no,yes,yes,yes,14700,14800
0,no,21,15,no,no,no,no,0,2990
18200,no,19,12,no,no,yes,no,897,8190
25600,no,39,16,no,no,yes,no,25900,3420
20000,no,54,12,no,no,yes,no,25900,25200
25100,no,36,8,no,no,yes,yes,25400,22300
25600,no,32,12,no,no,yes,no,25900,25200
25600,no,46,4,no,no,yes,yes,25300,14300
23200,no,25,16,no,no,yes,no,19800,19300
25600,no,37,12,no,no,yes,no,25400,22300
25600,no,40,10,no,no,yes,yes,25900,24800
13600,no,28,12,no,no,yes,no,23800,11600
25600,no,34,12,no,no,yes,no,25900,23100
14700,no,18,12,no,no,yes,no,3140,9740
0,no,52,6,no,no,yes,yes,12900,11400
17900,no,19,11,no,yes,no,yes,989,961
5900,no,25,11,no,yes,yes,yes,2930,3040
0,no,25,13,no,no,yes,no,11600,13200
0,no,54,12,no,no,no,no,7170,5010
13600,no,19,12,yes,no,no,no,3550,4640
25600,no,41,8,yes,no,yes,yes,17300,20300
18300,no,20,13,yes,no,yes,no,1830,0
20000,no,31,9,no,no,yes,yes,25900,17500
8370,no,35,10,yes,no,yes,yes,12800,6940
1990,no,42,10,yes,no,yes,yes,9730,9120
9540,no,19,10,yes,no,no,yes,1550,2610
10300,no,24,13,no,no,yes,no,2680,6570
20800,no,39,11,no,no,yes,yes,17600,17100
25600,no,46,18,no,no,yes,no,25900,25200
25600,no,38,17,no,no,yes,no,25900,25200
25600,no,25,17,no,no,yes,no,18400,18600
7500,no,25,12,no,no,yes,no,8560,11500
17200,no,27,12,no,no,yes,no,16700,17500
16700,no,16,9,no,no,no,yes,1960,6880
2390,no,18,11,no,no,no,yes,848,1310
25600,no,49,11,no,no,yes,yes,25900,25200
17000,no,36,11,no,no,yes,yes,17000,19400
25600,no,26,14,no,no,yes,no,19400,21300
7010,no,46,14,no,no,yes,no,25900,25200
15900,no,20,12,no,no,no,no,11300,13300
14500,no,20,9,no,no,yes,yes,4020,2240
25000,no,28,12,no,no,yes,no,19500,17400
4950,no,44,6,no,no,yes,yes,19200,15600
11800,no,48,6,no,yes,yes,yes,7820,7290
15600,no,34,11,no,no,yes,yes,8770,12000
2530,no,24,6,no,no,yes,yes,1520,3720
11900,no,50,5,no,no,yes,yes,3140,25200
4630,no,52,12,no,no,yes,no,5020,9250
789,no,33,12,no,no,no,no,4920,7660
0,no,21,9,no,no,yes,yes,8320,9150
15800,no,32,8,no,no,no,yes,22100,14900
25600,no,45,9,no,no,yes,yes,23500,20800
2920,no,21,12,no,no,no,no,7020,2520
0,no,42,12,no,yes,yes,no,0,0
0,no,21,13,no,no,no,no,4270,7580
20300,no,34,12,no,no,yes,no,22400,21800
4500,no,27,12,no,no,yes,no,14100,13700
5000,no,19,12,yes,no,no,no,0,6640
17700,no,27,7,no,no,yes,yes,13000,12300
13100,no,21,14,no,no,no,no,2160,2950
25600,no,43,12,no,no,yes,no,25900,25200
19100,no,54,12,no,no,no,no,23100,23900
0,no,27,12,yes,no,no,no,1690,6070
20800,no,19,12,no,no,yes,no,2330,5120
11900,no,28,8,no,no,yes,yes,13300,14400
25600,no,33,12,no,no,yes,no,25900,25200
8670,no,25,12,no,no,yes,no,11900,18800
19100,no,21,13,no,no,no,no,4580,17400
12400,no,25,12,no,no,no,no,21900,7660
15900,no,29,10,no,no,yes,yes,12700,13000
19300,no,48,14,no,no,yes,no,19300,20400
2440,no,22,12,yes,no,no,no,9360,8870
16100,no,26,14,no,no,yes,no,5830,8500
19300,no,39,12,no,no,yes,no,19900,19100
0,no,49,8,no,no,yes,yes,0,0
12000,no,19,11,no,no,no,yes,0,4310
14300,no,21,12,no,no,no,no,14600,12400
16400,no,20,13,no,no,no,no,5670,7980
22700,no,20,12,no,no,no,no,16100,17300
0,no,25,16,no,no,yes,no,3550,0
771,no,29,8,yes,no,no,yes,10900,1010
11500,no,54,4,no,no,no,yes,18900,14100
17300,no,27,16,no,no,yes,no,15900,9930
0,no,26,12,no,no,no,no,0,1970
22800,no,51,12,no,no,yes,no,21400,21600
10600,no,17,11,no,no,no,yes,4620,5490
18200,no,37,14,no,no,yes,no,20600,20100
0,no,43,6,no,no,yes,yes,0,0
20100,no,32,10,no,no,yes,yes,16000,10600
25600,no,27,12,no,no,yes,no,17600,18400
25600,no,49,4,no,no,yes,yes,25900,0
25600,no,35,13,no,no,yes,no,25900,25200
24800,no,55,12,no,no,no,no,17800,13400
13400,no,24,12,no,no,yes,no,5800,6540
25600,no,26,14,no,no,yes,no,25900,25200
17900,no,29,14,no,no,yes,no,17500,19100
23000,no,26,13,no,no,yes,no,14900,21800
366,no,18,12,no,no,no,no,2430,530
11000,no,51,6,no,no,yes,yes,12700,3370
25600,no,29,16,no,no,yes,no,17700,25200
10400,no,21,9,no,no,yes,yes,5480,1580
22700,no,49,9,no,no,yes,yes,19600,19500
23800,no,23,12,no,no,yes,no,24600,23800
13100,no,48,12,no,no,yes,no,13300,14000
23400,no,35,12,no,no,yes,no,21200,22400
25600,no,55,8,no,no,yes,yes,1980,4120
25600,no,28,15,no,no,no,no,17400,16600
25600,no,27,12,no,no,yes,no,14300,15400
17700,no,27,16,no,no,no,no,3190,11400
13800,no,25,9,no,no,yes,yes,14600,16500
14800,no,17,14,no,no,no,no,7550,5300
10000,no,47,10,yes,no,yes,yes,8500,8360
2710,no,18,8,yes,no,no,yes,35.3,0
12600,no,51,7,no,no,yes,yes,5960,7440
5490,no,37,6,yes,no,yes,yes,5940,6630
25600,no,36,7,no,no,yes,yes,24000,25200
24300,no,32,13,no,no,yes,no,18100,20400
25600,no,29,12,no,no,yes,no,19800,14900
18700,no,51,12,no,no,yes,no,18700,17700
8920,no,21,12,no,no,no,no,8920,6560
25600,no,55,18,no,no,yes,no,25900,25200
17700,no,34,12,no,no,yes,no,15900,13500
0,no,24,9,no,no,yes,yes,2410,3690
25600,no,29,16,no,no,yes,no,16200,24900
2200,no,33,12,no,no,yes,no,2310,12700
25600,no,42,12,no,no,yes,no,25900,25200
25600,no,54,8,no,no,yes,yes,25900,16000
0,no,52,12,no,yes,yes,no,4430,0
0,no,34,12,yes,no,no,no,0,0
25600,no,34,16,no,no,yes,no,18900,25200
25600,no,26,15,no,no,no,no,25900,23800
13700,no,26,15,no,no,no,no,7490,18600
25600,no,25,16,no,no,no,no,9620,0
25600,no,30,14,no,no,yes,no,0,0
0,no,17,11,no,no,no,yes,0,0
22600,no,27,10,no,no,yes,yes,22600,21600
12200,no,16,8,no,yes,no,yes,0,0
8840,no,21,8,no,no,yes,yes,5700,389
25600,no,37,12,no,no,no,no,25900,25200
11900,no,21,12,no,no,no,no,4140,3770
22700,no,34,13,no,no,yes,no,25900,18100
25600,no,46,14,no,no,yes,no,25900,25200
25200,no,33,11,no,no,yes,yes,22200,21200
25600,no,32,12,no,no,yes,no,25900,25200
25600,no,29,12,no,no,yes,no,19500,25200
25600,no,37,12,no,no,yes,no,24300,24600
14900,no,48,9,no,no,yes,yes,18500,18000
25600,no,30,12,no,no,yes,no,17600,18800
22000,no,34,12,no,no,yes,no,21300,16000
17900,no,26,8,no,no,yes,yes,15200,15200
13400,no,33,11,no,no,yes,yes,0,4180
1530,no,27,12,no,no,yes,no,0,0
12500,no,37,9,yes,no,no,yes,10700,11000
0,no,20,11,no,no,yes,yes,13000,10700
0,no,35,12,no,no,yes,no,3260,3750
0,no,41,12,yes,no,yes,no,14400,10800
627,no,16,11,yes,no,no,yes,0,1800
12800,no,43,3,yes,no,yes,yes,13800,13200
6800,no,22,12,yes,no,no,no,2460,2270
0,no,44,4,yes,no,yes,yes,10200,7730
16400,no,38,12,no,no,yes,no,18600,12500
25600,no,40,12,no,no,no,no,23700,17400
12000,no,16,10,no,no,no,yes,1310,2120
12700,no,29,12,no,no,no,no,9330,9230
25600,no,32,12,no,no,yes,no,5450,16300
12900,no,36,8,no,yes,yes,yes,17900,18200
25100,no,48,2,no,yes,yes,yes,19300,20700
16900,no,19,11,no,yes,no,yes,1140,1890
0,no,38,12,no,yes,yes,no,2790,1260
7220,no,16,10,no,yes,no,yes,692,3770
15800,no,24,17,no,no,no,no,2490,8600
14200,no,25,12,yes,no,yes,no,12500,4500
21000,no,30,10,no,no,yes,yes,20900,16900
25600,no,30,16,no,no,yes,no,25900,25200
25600,no,38,14,no,no,yes,no,25900,25200
25600,no,54,12,no,no,yes,no,25900,25200
7940,no,26,15,no,no,yes,no,12500,15200
21500,no,20,12,no,no,yes,no,13800,16600
7610,no,21,14,no,no,no,no,1840,2090
2550,no,32,12,no,no,yes,no,2790,3470
20700,no,47,6,no,no,yes,yes,20200,21700
3820,no,19,9,no,no,yes,yes,1160,11300
17000,no,24,12,no,no,yes,no,24800,25200
11000,no,24,12,yes,no,no,no,10700,9710
18600,no,21,12,yes,no,yes,no,17200,18000
13100,no,35,10,no,no,yes,yes,6220,9400
9290,no,21,10,no,no,yes,yes,9920,8710
19800,no,30,16,no,no,yes,no,18000,17500
14600,no,54,12,no,no,yes,no,15800,15400
25600,no,27,12,no,no,yes,no,25900,25200
25000,no,23,12,no,no,yes,no,8540,15000
16900,no,33,10,no,no,no,yes,10400,20400
17000,no,32,12,yes,no,yes,no,15800,15300
25600,no,27,12,no,no,yes,no,16900,25200
25600,no,35,13,no,no,yes,no,25900,25200
12300,no,33,16,no,no,yes,no,22800,23000
17500,no,25,12,no,no,yes,no,13700,15100
20600,no,42,14,no,no,yes,no,19000,20000
3440,no,17,11,no,no,no,yes,0,2220
9510,no,55,9,no,no,yes,yes,6450,10800
15800,no,44,7,no,no,yes,yes,14100,12400
11200,no,17,11,no,no,no,yes,1160,1130
2120,no,46,4,no,no,yes,yes,10000,9070
1690,no,40,8,no,no,yes,yes,0,0
0,no,32,14,no,no,yes,no,0,0
16200,no,39,8,yes,no,yes,yes,16700,12300
10800,no,19,12,yes,no,no,no,31.3,3220
21500,no,21,12,yes,no,no,no,6910,11100
3140,no,16,9,yes,no,no,yes,200,0
16400,no,42,10,yes,no,yes,yes,16400,16700
10900,no,40,12,yes,no,yes,no,14300,8750
0,no,52,12,no,no,no,no,6460,1850
19700,no,45,8,no,no,yes,yes,25900,16200
0,no,24,12,no,no,yes,no,13000,13200
7920,no,36,8,no,no,yes,yes,7570,14500
5430,no,30,3,no,no,yes,yes,10000,14500
17100,no,27,8,no,no,yes,yes,11400,14400
21600,no,41,10,no,yes,yes,yes,4870,7540
12100,no,29,12,no,yes,yes,no,11500,13200
1750,no,30,12,no,yes,yes,no,13400,5850
14500,no,30,10,no,yes,yes,yes,19800,18500
8180,no,28,8,no,yes,no,yes,8440,8890
24000,no,44,12,no,yes,yes,no,23100,23100
25600,no,39,9,no,no,yes,yes,23700,22000
0,no,26,13,no,yes,yes,no,562,0
0,no,27,12,no,no,yes,no,0,0
11300,no,20,11,no,yes,yes,yes,11100,12600
25600,no,23,14,no,yes,yes,no,23200,25200
23500,no,33,11,no,no,yes,yes,18100,17000
25600,no,24,12,no,no,yes,no,25900,18200
1110,no,40,7,no,no,yes,yes,0,0
6500,no,47,2,no,no,yes,yes,6630,6140
11300,no,41,12,no,no,yes,no,13800,11800
19700,no,33,9,no,no,yes,yes,18000,21300
9800,no,52,12,no,no,no,no,10700,9680
24300,no,23,14,no,no,no,no,18100,18900
3640,no,24,16,no,no,no,no,6730,5350
25600,no,23,16,no,no,no,no,11800,22300
0,no,40,16,no,no,yes,no,0,2790
16200,no,42,9,no,no,yes,yes,17400,14200
950,no,39,8,no,no,yes,yes,0,0
16100,no,45,12,no,no,yes,no,3720,6640
811,no,39,8,no,no,yes,yes,4170,9230
16000,no,39,8,no,no,yes,yes,18600,12300
13600,no,54,16,no,no,yes,no,13500,3730
20300,no,42,8,no,no,yes,yes,20500,19500
21400,no,18,10,no,no,no,yes,0,347
25600,no,30,12,no,no,yes,no,25900,25200
12400,no,26,13,yes,no,yes,no,13800,11400
6980,no,24,9,yes,no,yes,yes,0,2230
355,no,39,12,no,no,yes,no,15300,13000
0,no,41,18,no,yes,yes,no,1330,0
25600,no,47,16,no,no,yes,no,0,0
17200,no,35,13,no,yes,yes,no,19800,15600
19600,no,24,12,no,no,yes,no,12800,13200
21100,no,39,12,no,no,yes,no,25400,25200
24900,no,30,13,no,no,yes,no,16600,17600
20300,no,31,18,no,no,yes,no,16300,17500
0,no,40,13,no,no,yes,no,0,0
4900,no,29,15,no,no,yes,no,5740,4970
7960,no,55,10,no,no,yes,yes,3140,3080
0,no,50,7,no,no,yes,yes,17800,16400
25600,no,40,12,yes,no,yes,no,24800,25200
0,no,53,11,no,no,yes,yes,18000,17400
11800,no,19,12,no,no,no,no,0,0
18500,no,25,12,no,no,yes,no,18600,17600
7230,no,19,13,no,no,no,no,5040,5080
25600,no,32,16,no,no,yes,no,21200,20800
8150,no,38,8,yes,no,yes,yes,6720,5870
13700,no,36,4,yes,no,yes,yes,10600,13400
13400,no,54,8,no,no,no,yes,0,0
25600,no,29,16,no,no,yes,no,25900,25200
25600,no,50,12,no,no,yes,no,25800,25200
25400,no,36,18,no,no,yes,no,24300,25200
0,no,36,18,no,no,yes,no,0,0
1570,no,38,10,no,yes,yes,yes,15900,14100
31,no,26,13,no,no,no,no,58.8,50.1
10200,no,29,16,no,no,yes,no,19600,9110
0,no,25,12,no,no,no,no,149,10700
14100,no,41,10,no,yes,no,yes,25900,5230
0,no,20,9,no,yes,yes,yes,0,1280
25600,no,27,12,no,yes,yes,no,24000,25200
0,no,29,18,no,no,no,no,14900,8310
12600,no,29,18,no,no,no,no,11700,15100
25600,no,33,17,no,no,yes,no,25900,25200
22900,no,47,11,no,no,yes,yes,15200,1970
15200,no,22,9,no,no,no,yes,18300,18400
9900,no,19,8,no,no,no,yes,0,2300
9470,no,20,12,no,no,no,no,12700,7350
1720,no,26,16,no,no,no,no,3840,3490
24400,no,35,14,no,no,yes,no,22800,20900
25600,no,27,12,no,no,yes,no,20300,19900
25600,no,27,16,no,no,yes,no,8630,14700
25600,no,51,14,no,no,yes,no,25900,25200
25600,no,26,12,no,yes,yes,no,21600,15300
25600,no,39,10,no,yes,yes,yes,25900,25200
16800,no,39,12,no,no,no,no,17500,8810
18000,no,26,14,no,no,yes,no,10900,12500
764,no,25,15,no,no,yes,no,8240,4280
0,no,32,14,no,no,no,no,1400,0
8210,no,16,8,no,no,no,yes,423,3810
14500,no,55,18,no,no,no,no,9710,9480
23600,no,40,12,no,no,yes,no,21700,21700
25600,no,34,12,no,no,yes,no,25900,25200
25600,no,39,14,no,no,yes,no,25900,25200
3920,no,18,12,no,no,no,no,1590,3600
25600,no,46,14,no,no,yes,no,25900,3410
25600,no,34,13,no,no,no,no,25900,25200
17700,no,22,15,no,no,no,no,9630,10500
25600,no,32,16,no,no,yes,no,25900,25200
25600,no,47,11,no,no,no,yes,12000,23700
0,no,22,6,no,yes,no,yes,12100,12200
12100,no,30,6,no,yes,yes,yes,11900,12200
14800,no,37,10,no,yes,yes,yes,4910,4830
17700,no,27,6,no,yes,yes,yes,11700,15000
14300,no,23,10,no,yes,yes,yes,11800,8620
0,no,41,15,no,no,no,no,17000,25200
25600,no,49,9,no,yes,yes,yes,18900,18800
0,no,55,14,no,no,yes,no,24200,25200
0,no,24,13,no,no,yes,no,0,0
25600,no,54,13,no,no,no,no,25900,24700
22800,no,36,12,no,yes,yes,no,21000,17100
4910,no,16,9,no,no,no,yes,0,1470
2290,no,24,16,no,no,no,no,0,0
2640,no,30,14,no,yes,no,no,6160,392
10900,no,46,6,no,yes,yes,yes,12800,10900
0,no,51,4,yes,no,no,yes,0,0
0,no,49,12,no,no,yes,no,0,0
4990,no,18,12,no,no,no,no,129,3920
14500,no,54,13,no,no,yes,no,23100,21400
15500,no,21,13,no,no,no,no,10000,10200
0,no,52,13,yes,no,yes,no,13300,11900
13500,no,50,12,yes,no,no,no,19500,17800
25600,no,25,14,no,no,no,no,16900,23200
25600,no,47,16,no,no,yes,no,23800,24400
1220,no,33,16,no,no,no,no,25900,11100
25600,no,29,18,no,no,yes,no,15900,25200
25600,no,29,16,no,no,no,no,21600,19000
0,no,42,16,yes,no,yes,no,0,0
22600,no,29,12,no,no,no,no,25900,24600
13600,no,36,13,yes,no,yes,no,25900,21600
21800,no,24,11,no,yes,yes,yes,713,0
22500,no,22,16,no,no,no,no,0,0
25600,no,21,14,no,no,no,no,1940,2750
25600,no,27,12,yes,no,no,no,21200,20400
25600,no,39,12,no,no,no,no,25900,25200
25600,no,41,14,no,no,no,no,25900,25200
25600,no,49,13,no,no,yes,no,22400,25200
25600,no,52,12,no,no,yes,no,14800,0
25600,no,53,15,no,no,yes,no,25900,25200
0,no,19,12,no,no,no,no,0,0
4710,no,40,18,no,no,yes,no,0,0
25600,no,29,15,no,no,yes,no,21400,22100
25600,no,39,12,no,no,yes,no,25900,25200
7620,no,26,14,no,no,yes,no,25900,25200
217,no,17,10,no,no,no,yes,362,2520
22000,no,22,13,no,yes,yes,no,14500,17700
25000,no,25,12,no,no,yes,no,19000,19600
838,no,19,11,no,no,yes,yes,4310,6980
25600,no,48,11,no,no,yes,yes,25900,25200
25600,no,27,14,no,yes,yes,no,25900,25200
0,no,21,12,no,no,no,no,8130,2940
2480,no,29,10,no,no,yes,yes,8470,16200
24500,no,33,12,no,no,yes,no,21000,21200
1910,no,17,11,no,yes,no,yes,601,10.7
0,no,23,12,no,no,yes,no,19600,14700
25600,no,28,12,no,no,yes,no,25900,24800
0,no,55,8,no,no,yes,yes,24400,25200
13800,no,21,12,no,no,no,no,3050,1670
4270,no,20,12,no,no,no,no,841,2390
2520,no,32,17,no,no,no,no,0,958
24900,no,20,12,no,no,no,no,8800,15200
14100,no,48,10,no,no,yes,yes,11900,16800
23100,no,51,12,no,no,no,no,25900,25200
2140,no,29,13,no,no,yes,no,17600,9210
16000,no,19,13,no,no,no,no,10300,13500
23700,no,36,16,no,no,yes,no,19700,11200
0,no,49,16,no,no,yes,no,0,0
18900,no,21,13,no,no,no,no,14700,11100
7230,no,18,11,no,no,no,yes,0,1760
25600,no,33,17,no,no,no,no,25900,25200
9930,no,47,12,no,no,no,no,23100,18300
1310,no,55,8,no,no,yes,yes,22900,25200
25600,no,37,13,no,no,yes,no,25900,25200
11700,no,39,14,no,no,yes,no,23600,25000
25600,no,33,12,no,yes,yes,no,25900,25200
23200,no,32,13,no,no,no,no,22000,17700
25600,no,33,13,no,no,yes,no,25900,25200
25600,no,25,14,no,no,yes,no,14900,16500
25600,no,36,14,no,no,yes,no,25900,25200
25600,no,29,12,no,yes,yes,no,25900,25200
25600,no,39,15,no,no,yes,no,25900,25200
25600,no,32,12,no,no,yes,no,25900,25200
25600,no,35,12,no,no,yes,no,25900,24800
25600,no,52,18,no,no,yes,no,25900,25200
24100,no,33,12,no,no,no,no,21900,22400
25600,no,38,10,no,no,yes,yes,25900,25200
0,no,41,12,no,no,yes,no,25900,23400
1610,no,16,9,no,no,no,yes,0,0
25600,no,50,13,no,no,yes,no,25900,25200
0,no,33,12,no,no,yes,no,0,0
25600,no,44,8,no,no,yes,yes,25900,25200
19300,no,50,12,no,no,yes,no,21100,23100
0,no,51,14,yes,no,yes,no,0,0
25600,no,30,16,no,no,yes,no,25900,25200
25600,no,33,12,no,no,yes,no,25900,25200
358,no,19,13,no,no,no,no,1400,6700
9160,no,16,10,no,no,no,yes,0,261
5930,no,27,13,no,no,yes,no,8650,14100
1910,no,42,6,no,yes,yes,yes,2430,2830
20700,no,31,12,no,no,yes,no,22800,7110
25600,no,29,12,no,no,yes,no,25900,25200
0,no,42,12,no,no,yes,no,16900,12400
9330,no,17,9,no,no,no,yes,815,0
13700,no,20,12,no,no,yes,no,12100,791
15800,no,18,11,no,no,no,yes,0,3230
24500,no,53,12,no,no,yes,no,25900,25200
20200,no,35,14,no,no,yes,no,8760,10900
25600,no,28,15,no,no,yes,no,22400,23900
21700,no,36,9,no,no,yes,yes,18800,25200
25600,no,31,18,no,no,yes,no,25900,25200
5310,no,19,12,no,yes,no,no,0,0
6680,no,26,9,no,yes,no,yes,9590,10300
6860,no,48,12,no,no,yes,no,19400,9850
3580,no,19,13,no,yes,yes,no,5090,5400
25600,no,28,12,no,no,yes,no,23500,25200
25600,no,36,14,no,no,yes,no,25900,25200
21000,no,22,12,no,no,no,no,13900,14800
25600,no,49,11,no,no,yes,yes,25900,25200
22400,no,29,12,no,no,yes,no,25900,25200
0,no,27,15,no,no,yes,no,25300,25200
15800,no,33,12,no,no,yes,no,19000,2010
488,no,41,11,no,no,no,yes,149,3450
25600,no,36,12,no,no,yes,no,25900,25200
25600,no,33,14,no,yes,yes,no,22800,22800
25600,no,28,12,no,yes,yes,no,22300,23300
21800,no,25,11,no,yes,yes,yes,12800,13500
0,no,25,10,no,no,yes,yes,13600,2790
14400,no,37,9,no,no,yes,yes,23200,3420
3650,no,18,9,no,no,yes,yes,76.4,501
13900,no,24,13,no,no,yes,no,0,14700
25600,no,30,9,no,no,yes,yes,16300,18300
14400,no,42,3,no,no,yes,yes,13300,16100
25600,no,30,12,no,yes,yes,no,25900,25200
10800,no,23,13,no,no,yes,no,18400,16200
0,no,28,13,no,no,yes,no,0,0
465,no,25,12,no,no,yes,no,15900,16100
244,no,29,12,no,no,no,no,3590,3370
0,no,44,18,no,no,yes,no,25900,25200
25600,no,35,16,no,no,yes,no,25900,25200
22800,no,41,12,no,no,yes,no,22600,20500
15800,no,52,12,no,no,yes,no,22500,22600
23200,no,23,12,no,no,no,no,10200,5170
25600,no,25,12,no,yes,yes,no,25900,20300
1920,no,24,11,no,yes,yes,yes,9770,11200
14900,no,22,12,no,yes,no,no,388,11100
18900,no,25,6,no,yes,yes,yes,10400,11200
25600,no,33,9,no,no,yes,yes,25900,25200
25600,no,32,18,no,no,yes,no,25900,25200
1850,no,33,17,no,no,yes,no,25900,25200
25600,no,38,12,no,yes,yes,no,0,13100
25600,no,34,16,no,no,yes,no,25900,25200
13300,no,33,13,no,yes,yes,no,0,0
13000,no,20,11,no,yes,yes,yes,10900,13400
11700,no,18,11,no,no,no,yes,0,0
6880,no,17,10,no,no,no,yes,0,0
25600,no,33,14,no,no,yes,no,25900,25200
0,no,42,12,no,no,no,no,1880,4950
25600,no,34,13,no,no,yes,no,20200,10300
16400,no,16,10,no,no,no,yes,0,2030
21800,no,28,13,no,no,yes,no,13000,15100
25600,no,28,13,no,no,yes,no,22100,25200
25600,no,29,18,no,yes,yes,no,276,6280
25600,no,39,12,no,no,no,no,25900,25200
25600,no,25,13,no,no,yes,no,25900,25200
12600,no,41,18,no,no,yes,no,25900,25200
177,no,19,12,no,no,no,no,504,0
25600,no,29,14,no,no,yes,no,25500,24600
0,no,47,14,yes,no,yes,no,0,0
22400,no,22,15,no,no,yes,no,7280,9290
25000,no,22,14,no,yes,yes,no,4680,4600
22500,no,35,12,no,no,yes,no,25900,17100
0,no,31,10,no,no,yes,yes,0,0
16400,no,38,12,no,yes,yes,no,15100,15700
17500,no,27,14,no,yes,yes,no,4070,4610
16700,no,53,8,no,yes,no,yes,16100,16900
0,no,41,12,no,no,yes,no,0,0
25600,no,35,12,no,yes,yes,no,25900,25200
25600,no,32,13,no,no,yes,no,25900,14000
22300,no,51,12,no,no,yes,no,14800,12000
1720,no,18,11,no,no,no,yes,1710,600
0,no,34,11,no,yes,yes,yes,22200,0
25600,no,49,12,no,no,yes,no,20500,24800
25600,no,29,12,no,no,yes,no,25900,25200
22200,no,51,10,no,yes,yes,yes,23600,12500
25600,no,22,9,no,yes,yes,yes,15900,25200
